"videoID","index","start_timestamp","end_timestamp"
"-PdijpHZvw4",1,"0:01:29.823","0:01:46.573"
"-D5LgOogEow",1,"0:01:10.880","0:01:25.600"
"-0JZhp5G_1E",1,"0:00:12.033","0:00:20.033"
"-EfIoiRFpCw",1,"0:00:21.261","0:00:42.354"
"-QlOewLnCAA",1,"0:01:32.959","0:01:58.485"
"-0R68RX49ss",0,"0:00:31.680","0:00:39.680"
"-LrAlHoBchk",0,"0:00:32.098","0:00:39.606"
"-QqeNkFbLIs",0,"0:00:10.944","0:00:58.992"
"-OgVVPeXW4M",0,"0:00:07.480","0:00:22.840"
"-8mQGFmNPes",1,"0:01:01.628","0:01:08.234"
"--uWCAOehOo",0,"0:00:26.151","0:00:33.533"
"-5p8t5aiBBE",1,"0:06:54.914","0:07:42.962"
"-QgLc7PzgZc",0,"0:00:10.900","0:00:58.900"
"-QGvquB7b2E",1,"0:00:23.823","0:00:38.638"
"-QCjFyAF9QQ",1,"0:01:16.493","0:01:27.587"
"-JzPPhL2dRg",2,"0:00:53.386","0:01:02.595"
"-GIkCd3sfzg",1,"0:00:16.416","0:01:04.464"
"-0_1_Vw9LZ4",0,"0:00:06.000","0:00:54.000"
"-Q6q270Glas",1,"0:00:08.440","0:00:13.600"
"--XLblDD99I",0,"0:00:05.972","0:00:54.020"
"-2hpS2ZjcQQ",0,"0:03:17.920","0:03:31.280"
"-MeZtn7a7CI",0,"0:00:11.000","0:00:59.000"
"-5mi83LJ9v4",1,"0:00:12.012","0:00:43.843"
"-PoFli7MOU4",1,"0:02:54.720","0:03:02.680"
"--etmwRTxc8",0,"0:00:51.317","0:01:06.866"
"--og_AykdwA",1,"0:02:21.520","0:02:33.860"
"--0EdaCtR_4",1,"0:00:49.640","0:01:01.680"
"-Q6-4mMRXpI",0,"0:00:06.000","0:00:54.000"
"-Oyb3yMqTWk",2,"0:01:21.514","0:01:29.155"
"-Q3APtCgn_M",1,"0:00:39.720","0:01:27.720"
"-PnIlTGhHyg",0,"0:00:02.769","0:00:08.575"
"-53MogvptgE",0,"0:00:03.403","0:00:30.864"
"-Dx7cnbh8IU",1,"0:02:44.063","0:03:23.836"
"-8XEutG_X2I",1,"0:01:49.316","0:02:00.266"
"-QGziFeGwqQ",2,"0:04:32.538","0:04:40.546"
"--zMwEDickE",0,"0:00:02.602","0:00:07.691"
"-QeVsADp8_A",0,"0:03:55.001","0:04:18.558"
"--Oy44w1cmY",1,"0:00:56.940","0:01:17.660"
"-QAaPxZ2DJs",2,"0:03:54.234","0:04:07.288"
"-AVPxCuJshE",1,"0:06:32.125","0:07:07.093"
"-EYW4d4kiBQ",1,"0:04:08.348","0:04:14.721"
"-Q1ulcMiVkY",1,"0:05:09.280","0:05:15.200"
"--nFF98UaVQ",1,"0:00:46.713","0:01:34.761"
"-AIlMNCpP_c",0,"0:00:37.537","0:00:46.479"
"-LrsPsng16U",0,"0:00:17.600","0:01:02.966"
"-Q811Tzngo4",0,"0:00:09.843","0:00:57.891"
"--04DHOI32k",2,"0:01:21.648","0:01:29.422"
"-Ej-ta0-1Nc",0,"0:00:36.036","0:00:46.713"
"-Q6t7qWJNHs",2,"0:02:33.386","0:02:44.097"
"-QtW98684lo",0,"0:00:01.134","0:00:10.477"
"-LGght1QMBA",2,"0:00:53.319","0:01:00.927"
"--wMyymNV70",1,"0:01:18.578","0:01:24.984"
"-QAmRXKOoqw",2,"0:02:18.680","0:02:24.240"
"-8tY-Tt_qU0",1,"0:00:15.849","0:00:22.981"
"-8XjSk8KkH0",2,"0:04:19.400","0:04:29.080"
"-Nne7nuPkg0",0,"0:00:06.000","0:00:54.000"
"-HQXDzWCjQw",2,"0:04:33.866","0:05:01.933"
"-PKwkXYhEAo",1,"0:00:37.166","0:01:25.166"
"--0xBkg37So",0,"0:00:09.000","0:00:57.000"
"-3sIRsXUlwo",0,"0:07:37.623","0:08:25.671"
"-BsgmkmzP90",0,"0:00:00.917","0:00:08.383"
"-3KwFm4_yD8",0,"0:00:01.301","0:00:11.911"
"-05AboXPMjQ",0,"0:00:12.387","0:00:32.365"
"-0Lh31AYHbE",0,"0:00:03.900","0:00:35.266"
"-0O-VxX3zgs",2,"0:01:37.597","0:01:47.407"
"--_8kjTqhn8",1,"0:03:21.300","0:04:09.300"
"-QC7vbxMHS4",1,"0:00:21.980","0:00:29.821"
"-0D6WitqVOs",1,"0:00:16.391","0:00:24.941"
"-PuXvBgrpVY",2,"0:02:51.600","0:03:39.600"
"-MN6ET9TDfM",0,"0:00:10.440","0:00:16.760"
"-5TzZjGgcRA",2,"0:02:05.000","0:02:53.000"
"-3303oPaNOc",0,"0:00:06.000","0:00:54.000"
"-Ak78bRDt8o",0,"0:00:08.308","0:00:22.288"
"-6OsgCgKTL0",0,"0:00:06.047","0:00:14.931"
"-BKtljmKnJw",0,"0:00:05.974","0:00:54.025"
"--Twjtr-S2M",2,"0:11:41.033","0:12:28.733"
"-Eh1i0T1lHM",0,"0:00:03.470","0:00:31.398"
"-9Ou_o4Za-s",0,"0:05:25.491","0:05:40.540"
"-DVV5l5eEQg",0,"0:00:05.972","0:00:54.020"
"-Hu-uC4ZzUM",0,"0:00:05.972","0:00:54.020"
"-0ObOkpLMzU",1,"0:02:11.440","0:02:16.720"
"-FA74Zacam0",1,"0:00:25.825","0:00:33.833"
"-QNoeMweP9Q",1,"0:00:12.579","0:00:18.785"
"-7yX8grJq1k",1,"0:05:12.161","0:06:00.176"
"-C1G0P_ojkU",0,"0:03:39.516","0:03:58.833"
"-Pk8ye-vqJc",2,"0:00:15.915","0:01:03.963"
"-MH6OkeBBXg",0,"0:00:53.420","0:01:04.664"
"-G9R4cU5raU",2,"0:02:03.389","0:02:15.368"
"-QLtOIk5C5c",2,"0:01:09.469","0:01:15.708"
"-E-JNim92Yg",0,"0:00:01.935","0:00:17.650"
"-OVuFTp2DZQ",0,"0:04:44.867","0:04:52.875"
"-Qf4WV-I0JM",0,"0:00:03.737","0:00:12.012"
"-60Hw-hdnzg",1,"0:02:07.800","0:02:15.880"
"-0cvVBu4syE",0,"0:00:39.520","0:00:50.920"
"-0H2tDtDQsY",1,"0:02:09.671","0:02:15.343"
"-0Rz88oISHs",1,"0:06:19.178","0:07:07.226"
"-NVMTEnpUh0",2,"0:01:04.831","0:01:28.388"
"-HGWalRXhY0",2,"0:08:13.893","0:08:27.273"
"-8bGTckfCGs",0,"0:00:10.600","0:00:17.833"
"-0CbvYQpsOI",2,"0:05:23.560","0:05:31.560"
"--UuDDykpJQ",1,"0:01:36.329","0:01:43.503"
"-NGM-eT8R1U",1,"0:00:23.123","0:00:34.601"
"-4oJi-j7yi0",1,"0:04:50.556","0:05:38.604"
"-QxXJG-Aju8",0,"0:00:23.440","0:00:29.520"
"-0bxK_1AZIk",2,"0:02:07.894","0:02:15.368"
"-QQCIqvwd1E",1,"0:01:03.960","0:01:09.600"
"-QdmdGTPCV4",0,"0:00:11.000","0:00:59.000"
"-PtFgl0r5dE",0,"0:01:49.720","0:02:37.720"
"-PHS8szKWH8",1,"0:00:06.206","0:00:13.713"
"-0Js9zJ2u9U",2,"0:00:31.097","0:00:46.646"
"-54qH376FSw",0,"0:00:06.000","0:00:54.000"
"--xD1Zqa5i8",1,"0:00:46.012","0:00:52.886"
"-0HH0a5z3ss",0,"0:00:06.000","0:00:54.000"
"-O0o9qjIEhc",0,"0:00:00.967","0:00:08.975"
"--qfjf8SSuU",0,"0:04:42.315","0:05:24.290"
"--av3DXo8eE",1,"0:01:07.240","0:01:55.240"
"-0NWa0nj7fI",0,"0:00:08.742","0:00:18.918"
"--0ytt4wWxw",0,"0:00:05.989","0:00:54.003"
"-F5m78Q3GNk",1,"0:00:10.000","0:00:58.000"
"-23OZFN4Lz0",1,"0:07:34.280","0:07:41.240"
"-CUb-h-vee0",0,"0:00:02.402","0:00:21.788"
"-3_hkGkvhpI",2,"0:04:09.999","0:04:18.007"
"-BhYAi1VuwQ",2,"0:07:16.335","0:08:04.383"
"-H8WTPI-sRg",0,"0:00:01.468","0:00:13.446"
"-74NjtVUoMo",0,"0:00:12.112","0:00:29.529"
"-NtlV-awBJk",1,"0:03:15.895","0:04:03.943"
"--BtoHwywko",0,"0:00:13.333","0:01:01.333"
"-H4j0uJVvro",2,"0:01:19.179","0:01:46.706"
"--vJjXmnOf8",0,"0:00:28.100","0:00:49.600"
"-MANaLidtkA",2,"0:04:17.890","0:04:41.281"
"-AzhQNY3Duk",1,"0:00:27.400","0:00:47.320"
"-PpLJyeoXeA",1,"0:08:33.400","0:08:47.880"
"--8T9MHDrog",0,"0:00:05.964","0:00:54.012"
"-07BGG0ulso",2,"0:06:07.075","0:06:55.123"
"-6eVEPFJr5c",2,"0:24:32.440","0:24:40.160"
"-0TCJTZ0tek",1,"0:02:40.960","0:03:03.049"
"-900V0yZS2s",0,"0:00:10.944","0:00:58.992"
"-0S8xPZGoQU",0,"0:00:10.977","0:00:59.025"
"-FifeDI2uFQ",2,"0:09:57.580","0:10:29.512"
"-DQKUqXqILg",2,"0:00:20.653","0:00:33.767"
"-0GKwLxhUIs",1,"0:00:16.950","0:00:23.223"
"-5Rohhkg-7k",1,"0:01:35.720","0:01:41.810"
"--SUnnYBh5M",0,"0:00:42.640","0:00:48.480"
"--BrlAsOeUY",0,"0:00:05.972","0:00:54.020"
"-QqDL0nl1-Q",2,"0:08:23.186","0:08:41.470"
"-Ba4mwRPREE",0,"0:00:14.180","0:01:02.228"
"--fcar1PrVg",0,"0:00:05.105","0:00:45.945"
"-Qxmc4E7IwA",0,"0:01:09.018","0:01:57.033"
"-4Q7q57kMUM",1,"0:00:19.019","0:00:58.792"
"-IMOBuDA2F4",1,"0:00:17.384","0:00:29.362"
"--qQGchfFgs",0,"0:04:57.766","0:05:22.933"
"-2DJGgosrdA",0,"0:00:00.984","0:00:08.992"
"-Qvod_rU8zg",0,"0:00:01.080","0:00:09.840"
"-EJ68mcvA_A",1,"0:00:34.701","0:00:42.709"
"-0wjF_5gm8E",2,"0:00:15.666","0:01:03.666"
"-Q5IgKL9FmQ",1,"0:03:29.834","0:03:48.895"
"-Ejc0SU3Sqo",0,"0:01:07.233","0:01:16.034"
"-0Iw4H4I2A0",1,"0:03:37.120","0:04:00.120"
"-QcCTFImU04",2,"0:10:29.695","0:10:42.541"
"-QI0AvexCYo",0,"0:00:06.000","0:00:54.000"
"-51eZ7Wcob8",1,"0:00:32.916","0:00:56.873"
"-BaskabbWig",1,"0:01:29.840","0:01:38.600"
"-0KkXNFxLnI",2,"0:07:08.361","0:07:16.369"
"-INB7Wd7Xvo",0,"0:00:32.932","0:00:38.738"
"-AhyqMwXUa0",1,"0:01:16.242","0:01:44.904"
"--xjrlD2f-g",0,"0:00:06.000","0:00:54.000"
"-QH4_xBoocA",0,"0:00:10.944","0:00:58.992"
"-Qt8GIiZut0",2,"0:03:17.366","0:03:33.366"
"-3n26AjNn6c",0,"0:00:06.220","0:00:35.660"
"-9QY-N57-gY",0,"0:00:05.972","0:00:54.020"
"-EuVuT2QPHk",0,"0:00:01.680","0:00:15.280"
"-6zpA124U5E",0,"0:00:08.058","0:00:52.202"
"--7sUkZvJZM",1,"0:01:57.960","0:02:45.960"
"-CbrcFVsQEo",0,"0:00:01.534","0:00:13.913"
"--dCDo54t1Q",0,"0:03:42.972","0:03:50.104"
"-ObAOqf8HLo",0,"0:00:50.467","0:00:59.142"
"-G_ahGodtAk",0,"0:00:21.755","0:00:28.294"
"-Go5M3nGrG8",0,"0:00:15.520","0:00:28.160"
"-Lj89c0-R_M",0,"0:00:02.002","0:00:18.309"
"-08sr2VO-Xg",0,"0:00:06.000","0:00:54.000"
"--T0U1LSDJs",0,"0:00:04.971","0:00:44.744"
"-39aeaK85EU",2,"0:17:53.639","0:18:01.480"
"-PbDl-XvbRU",2,"0:04:12.819","0:04:35.108"
"-5mCKeRpldU",0,"0:00:05.972","0:00:54.020"
"-NGtMCEjemA",0,"0:00:11.000","0:00:59.000"
"-6xeisCb9pU",0,"0:00:05.972","0:00:54.020"
"-O88AQSMRvk",0,"0:00:29.738","0:00:37.495"
"-L5aEgxa2NA",0,"0:00:20.186","0:00:43.309"
"-Fj_6GApnkw",0,"0:00:03.636","0:00:32.932"
"-Pen85qQlt4",0,"0:00:06.000","0:00:54.000"
"-8Qv3WwoiWk",0,"0:00:06.214","0:00:31.072"
"-CWt16AJn5U",0,"0:00:01.985","0:00:17.967"
"-ECkKNF2sNg",0,"0:00:15.966","0:01:04.000"
"-IT4UsYJOGw",0,"0:00:12.300","0:01:00.300"
"--ZHByeYwfo",2,"0:01:45.708","0:02:03.416"
"-AqqRyEelmI",1,"0:02:21.841","0:03:09.889"
"-02IrKXqECs",0,"0:00:05.972","0:00:54.020"
"-QTpvNeIiAQ",1,"0:02:49.377","0:02:57.760"
"-6bV-DaVQik",2,"0:01:55.533","0:02:03.333"
"--lTehz6614",0,"0:00:26.480","0:00:36.400"
"--oq-As9yFY",0,"0:00:00.625","0:00:05.672"
"-Pmvl6V5kkA",2,"0:03:09.856","0:03:15.094"
"-03CB2Nyw24",0,"0:03:51.497","0:03:59.789"
"-J3NfUD__8A",0,"0:00:10.944","0:00:58.992"
"-668SMFsvzY",0,"0:00:06.439","0:00:18.418"
"-LD60mW3uKs",0,"0:00:04.971","0:00:44.744"
"-QFH59Qut8M",1,"0:10:27.426","0:11:15.474"
"-Bn8yddLHs0",1,"0:11:50.760","0:12:35.360"
"-BqaF3Vwqe0",0,"0:00:44.440","0:00:58.480"
"-HYxyN-D2WE",1,"0:00:38.238","0:00:45.345"
"-KY7RWaexjE",2,"0:00:49.400","0:01:00.280"
"--pMnFYGD3U",0,"0:00:09.776","0:00:25.058"
"-QWhY6CRTrc",0,"0:00:49.983","0:01:28.688"
"-2IiLNKbYzE",2,"0:11:49.466","0:12:14.033"
"-7M3SR16KRo",0,"0:00:00.840","0:00:07.800"
"-LekSqC7iY4",2,"0:04:07.708","0:04:19.708"
"--hwiulyeW0",0,"0:00:05.989","0:00:54.003"
"-Gf5WrFyvKo",1,"0:01:01.625","0:01:14.916"
"-Kj_A3zsqoE",0,"0:00:13.708","0:00:22.458"
"--pT1Zc10g8",0,"0:00:13.513","0:00:42.375"
"-1rIOCE3ciw",0,"0:00:12.920","0:01:00.920"
"-AGK5nZtVpY",1,"0:00:14.814","0:00:28.428"
"-KBuTXkTQ-4",0,"0:00:05.972","0:00:54.020"
"-8h6QFlcHIQ",1,"0:01:27.880","0:01:34.520"
"-Pm_A7k1HUk",0,"0:00:02.902","0:00:26.259"
"-CeWz1fKKsk",0,"0:02:17.266","0:02:32.366"
"-8CRG83V2UE",0,"0:00:06.322","0:00:17.917"
"-BYhRVcF370",1,"0:01:05.120","0:01:13.000"
"-1Xk3Q3t2LQ",2,"0:01:16.076","0:01:23.016"
"-4ykoadCXz4",1,"0:01:41.200","0:01:53.680"
"-QYCPjV1nfo",0,"0:00:52.118","0:00:58.358"
"-QYqTe__3TU",0,"0:00:05.972","0:00:54.020"
"-1VsdED6evE",0,"0:01:15.533","0:01:31.341"
"-PvjdcFeRN8",0,"0:00:02.969","0:00:26.993"
"-0KxORyLioY",1,"0:02:40.660","0:02:47.934"
"-0D3jX5C9H4",0,"0:00:52.652","0:01:07.267"
"-2wY2bzk1Iw",2,"0:00:55.088","0:01:11.037"
"-6jIQNBlQoI",0,"0:00:24.500","0:01:12.500"
"-QexB9ypFHw",0,"0:00:37.996","0:00:48.673"
"-QzoV_O1cQc",2,"0:01:15.175","0:01:21.247"
"-PcS-6pxaFQ",0,"0:00:09.876","0:00:57.157"
"-PmNg6vJkRg",2,"0:05:23.823","0:05:48.781"
"-QDMmCoA1ug",1,"0:01:16.109","0:01:52.512"
"-MAEgsaB0Q8",0,"0:00:15.949","0:01:03.997"
"-7pn-xdGmIU",1,"0:01:11.838","0:01:27.587"
"-85IQ5vzhWw",2,"0:01:46.940","0:02:05.892"
"-5xYxC4fbQc",0,"0:00:03.211","0:00:28.903"
"-IaqWdcE4Y4",2,"0:05:06.840","0:05:13.920"
"--pe_FWJdS4",0,"0:00:01.334","0:00:12.212"
"-5K3R8VxTBA",1,"0:04:08.181","0:04:17.523"
"-Q6tn7nbXF4",0,"0:00:29.129","0:00:43.710"
"-GZOaB7V5Q4",1,"0:00:51.733","0:01:30.700"
"-Qc0DSZP4vc",2,"0:09:24.864","0:09:32.238"
"-R1qG0mtCao",2,"0:00:13.947","0:00:44.911"
"--nWRrGQ0og",2,"0:09:04.366","0:09:10.400"
"-QrzDs_fnnE",1,"0:07:01.320","0:07:10.680"
"-QZWKaSQQOo",1,"0:00:28.850","0:00:37.566"
"-Pp9s-Q06EY",0,"0:00:13.346","0:00:25.492"
"-5RnYkRUeq8",0,"0:00:05.972","0:00:54.020"
"-05sylO2dGQ",0,"0:00:12.278","0:00:26.760"
"---39MFGZ-k",1,"0:00:15.915","0:01:03.963"
"-JR6uNzEJwA",2,"0:01:29.689","0:01:54.380"
"-D6vKBsmq1U",0,"0:00:05.978","0:00:54.002"
"-QMit-qsvdE",0,"0:00:04.522","0:00:40.936"
"-NJl_bQyqnE",0,"0:00:36.603","0:00:42.909"
"--ln_8V9bUI",0,"0:00:01.768","0:00:16.116"
"-0Iwly564YA",2,"0:09:33.906","0:09:52.725"
"-Q_jcXUREHQ",2,"0:02:59.913","0:03:19.699"
"-3qTniJsoEg",2,"0:03:18.880","0:03:38.920"
"-FVbM7VgfdE",0,"0:00:11.911","0:00:27.861"
"-QqbpO0k-H8",0,"0:00:01.478","0:00:13.445"
"--8JOfIzG5o",0,"0:00:01.501","0:00:13.613"
"-BqXm8x2--0",0,"0:01:21.247","0:01:27.470"
"9XtzzbgMFqE",1,"0:00:55.472","0:01:16.534"
"dG-nfZtZXgU",0,"0:00:01.801","0:00:16.299"
"36LXAzP1TKc",2,"0:02:02.900","0:02:24.533"
"HBcR8TYrczU",0,"0:00:06.464","0:00:34.284"
"ApQy9kuRvjE",0,"0:14:13.319","0:14:21.861"
"9XNNve7h6Wc",1,"0:09:25.960","0:09:34.320"
"5eulCbdT7C4",2,"0:00:31.297","0:00:43.276"
"IUsz0i_g-4M",1,"0:00:38.733","0:00:50.733"
"8CsZLHvbz4k",0,"0:00:01.800","0:00:16.500"
"37_sEjuN1tg",2,"0:03:42.960","0:04:06.960"
"OriT22GXQaw",1,"0:01:27.586","0:01:39.793"
"8Ceqn021Ykg",2,"0:01:33.927","0:01:39.199"
"MKS3YOukxJc",0,"0:00:02.268","0:00:20.720"
"C5mjNz0ko2k",1,"0:00:37.320","0:00:45.800"
"HBOPK7YRCa0",1,"0:01:06.440","0:01:30.440"
"5dbGgTuzw38",0,"0:00:23.116","0:00:29.650"
"IT8gZBjzK8M",1,"0:00:31.631","0:00:39.639"
"8FLv_VxSct8",0,"0:00:06.000","0:00:54.000"
"8EGdUZxuPvk",1,"0:01:59.233","0:02:16.600"
"eX0W0y5toX4",2,"0:17:06.358","0:17:54.406"
"NfF48kfzVMc",0,"0:00:05.972","0:00:54.020"
"-Rwh4F2m7po",0,"0:00:04.500","0:00:40.500"
"aftVdm4vvXA",1,"0:01:14.920","0:02:02.920"
"HAQf5BfLyhU",2,"0:03:36.566","0:04:24.566"
"C4nRB44fhbk",0,"0:00:05.366","0:00:48.366"
"MLaT5_7GAs4",0,"0:01:31.508","0:01:53.196"
"L2MpxjSl-CI",1,"0:05:22.655","0:05:31.998"
"Ec5uPT44xQU",2,"0:07:17.033","0:07:25.933"
"C4cSzI9isvY",1,"0:00:30.960","0:01:14.360"
"5dpFXnxMtww",1,"0:02:49.900","0:03:08.100"
"AnqbjcCYJaM",1,"0:03:13.493","0:03:30.677"
"1qDNUBfRkYQ",2,"0:21:54.379","0:22:42.427"
"9Wby4aHyXJQ",0,"0:00:12.979","0:01:01.027"
"5dcKTXyCiC8",0,"0:00:01.401","0:00:12.879"
"Z5KCpeHSurU",1,"0:02:43.663","0:02:53.306"
"NglHwVsPA_4",0,"0:00:32.298","0:00:52.218"
"79mAVwn04Cc",0,"0:00:07.300","0:00:25.833"
"8DGw_GlIItY",1,"0:04:30.003","0:05:18.051"
"afk2BXMQ2Vs",0,"0:00:07.700","0:00:15.700"
"JjWt9JAqgsM",2,"0:03:01.247","0:03:08.588"
"HD2vhyDpOLU",2,"0:08:05.666","0:08:17.966"
"36VyVi7b0ZM",2,"0:03:28.560","0:03:37.120"
"8Ec8vvvm_XQ",1,"0:04:20.666","0:04:32.266"
"C4HHtomacEs",2,"0:02:08.400","0:02:14.520"
"Ed-qnOMUEmI",2,"0:05:01.401","0:05:07.974"
"_PIMRQ4BfrQ",1,"0:00:17.766","0:01:05.766"
"ISt9ZgQ_pS0",0,"0:00:58.222","0:01:10.222"
"0_8o9qqI17E",0,"0:00:19.227","0:00:25.150"
"_O3_us1xkTA",0,"0:01:55.715","0:02:01.221"
"8EhNEJSSCvg",1,"0:01:01.061","0:01:30.690"
"9W5ZZXGLhdg",1,"0:00:52.100","0:01:00.100"
"Furz228hcEM",0,"0:06:02.161","0:06:10.203"
"C6FmiNoYtYU",0,"0:01:37.697","0:01:58.518"
"IShQdkIb6c4",2,"0:19:37.476","0:19:47.119"
"aemDw_V4g3Q",2,"0:04:54.594","0:05:10.543"
"IVLELi3rTDw",1,"0:00:53.600","0:01:12.133"
"Jk5vic6QE6o",0,"0:00:03.713","0:00:33.484"
"OsBCfUf3nOs",1,"0:00:52.819","0:00:58.691"
"dGLp2xljZaU",0,"0:00:36.633","0:00:45.566"
"bxrunp3kXJE",2,"0:06:45.772","0:06:53.246"
"8F84DloURYY",2,"0:03:30.076","0:04:18.124"
"9WXXoeZcdzs",2,"0:02:14.467","0:02:28.515"
"HCyPTj9yUkE",2,"0:06:05.766","0:06:30.333"
"MLBQ_DOQFSE",1,"0:05:29.666","0:05:36.533"
"4Xu1KZT1PtA",2,"0:01:28.533","0:01:53.266"
"0YF7gDqd38c",2,"0:06:51.633","0:07:39.633"
"-UIHw8uyea4",2,"0:03:30.320","0:04:03.840"
"-S52nxY4WME",2,"0:08:23.360","0:08:31.440"
"79bMkZjeYfI",2,"0:03:06.561","0:03:16.779"
"eW3QkWXqPAo",2,"0:02:40.894","0:02:46.799"
"EdOv1I-hz7g",1,"0:05:25.133","0:06:06.366"
"Z6p92TA8fHg",2,"0:06:28.788","0:06:33.893"
"JkIV80FQmCM",2,"0:04:07.747","0:04:25.431"
"370sCzTO6k4",1,"0:02:56.433","0:03:04.966"
"EdJwrkJXhAA",1,"0:00:34.200","0:01:22.248"
"8Csgj-tEg98",2,"0:02:20.306","0:03:02.015"
"Jlvmjkfupmk",2,"0:04:33.600","0:04:38.700"
"8EoVz1IAJiU",1,"0:00:18.718","0:01:06.766"
"C76hTs8IUOY",0,"0:00:00.760","0:00:06.880"
"C5-AkOdA9KA",0,"0:00:03.666","0:00:33.033"
"JlGIoWbjeVE",1,"0:09:49.956","0:10:35.184"
"9X4LySecfUA",0,"0:02:11.965","0:02:25.712"
"EePJ_LCd-Y4",2,"0:01:00.640","0:01:07.080"
"35smQ5achew",1,"0:00:31.000","0:01:19.000"
"0Z4kLdUkY5A",1,"0:01:56.483","0:02:08.461"
"5f3dsZNtIz4",0,"0:00:11.000","0:00:59.000"
"MKuSX2NS3y4",0,"0:00:12.979","0:01:01.027"
"Fv6clwe3ma4",2,"0:09:34.433","0:09:44.300"
"5f55GaNrte0",1,"0:04:15.922","0:04:25.131"
"-TqKTzoSaQg",0,"0:00:00.750","0:00:06.965"
"JlEm-5oe3v4",0,"0:01:32.725","0:01:39.466"
"Jjhitgd7n34",2,"0:02:11.160","0:02:18.560"
"bxEYPQrzSYA",0,"0:06:37.029","0:06:44.904"
"0ZunyA9HeD4",0,"0:00:03.000","0:00:27.000"
"8Czc5XyyfW4",0,"0:01:12.000","0:01:18.120"
"IUmiTGRhaSQ",0,"0:00:09.926","0:00:27.944"
"Z61cM9DWIv0",0,"0:00:38.966","0:00:51.066"
"dDgHoP9E538",2,"0:03:03.533","0:03:10.200"
"L3BE158-ZLY",0,"0:00:03.966","0:00:35.766"
"NhLlpa7h-dI",1,"0:01:45.438","0:01:59.119"
"8E5mISaqsU8",2,"0:06:30.980","0:06:41.720"
"OtsD2PI8UOM",2,"0:07:31.933","0:07:37.533"
"eVPN3abK5n4",1,"0:01:16.433","0:02:00.433"
"8Eg5fNBUiPs",1,"0:04:11.317","0:04:22.862"
"adZNUw7tNdM",0,"0:00:01.000","0:00:09.000"
"8FLvetdcxGA",0,"0:03:14.894","0:04:02.942"
"C61697AT7do",2,"0:01:30.300","0:01:38.300"
"JlSC4RlVe4E",1,"0:00:09.050","0:00:15.432"
"byz2sy89soo",2,"0:02:50.670","0:03:01.915"
"_NX3Pep1c7U",1,"0:04:21.933","0:04:38.766"
"ad_7grCp1tA",1,"0:01:24.217","0:01:29.522"
"4WsGZHpXxQI",2,"0:12:52.037","0:13:00.746"
"L2NtGsthp4w",0,"0:02:39.559","0:03:23.369"
"Ao-qmDwxwd0",0,"0:00:11.011","0:00:59.059"
"Z6z5rrcHIMg",1,"0:08:36.883","0:08:54.333"
"EbuKkxMQdUs",0,"0:00:34.334","0:00:40.974"
"MJsYzIPoBkg",1,"0:00:45.278","0:01:00.293"
"OsWMBH21zVA",2,"0:04:57.163","0:05:02.602"
"8DrvMVZnGD0",2,"0:11:54.088","0:12:07.351"
"Ng1JVZqYOL8",1,"0:05:04.937","0:05:12.211"
"IUnQis6ZV6k",0,"0:01:48.620","0:01:56.103"
"DLeHyJeLge0",2,"0:07:28.820","0:07:40.240"
"Jl1vSLFXjmY",1,"0:00:52.566","0:00:59.166"
"adr3SbCg9Tc",0,"0:00:05.972","0:00:54.020"
"0Y1J89ILtz0",2,"0:00:24.624","0:00:47.280"
"HCAnAmzRdUE",2,"0:03:52.498","0:04:14.988"
"DNChwEtB6aQ",1,"0:08:56.233","0:09:03.866"
"OsrVNe-Gmko",0,"0:00:10.944","0:00:58.992"
"adkxHFCCOWA",0,"0:00:04.760","0:00:43.040"
"MK8vMm84veQ",2,"0:02:01.466","0:02:10.333"
"37BrJysHoSY",0,"0:03:25.038","0:03:32.378"
"MMES3wsXqBo",1,"0:00:21.638","0:00:27.494"
"ApBbiCZEZKo",1,"0:02:22.880","0:02:28.120"
"L1qDrv_Q-Lk",1,"0:00:19.252","0:00:25.658"
"ae9XySF1xXM",2,"0:04:14.360","0:04:32.760"
"EdGaE2b1cP0",0,"0:00:05.705","0:00:51.551"
"dGMBFLgSwn0",0,"0:00:01.920","0:00:17.440"
"NhRlUh_-4dY",0,"0:00:43.933","0:00:49.033"
"eXF2rECgJ6Q",1,"0:00:37.537","0:00:43.710"
"1rHlp5ao0ro",1,"0:03:02.282","0:03:14.260"
"dFJuyWF8GDo",1,"0:01:00.627","0:01:06.332"
"8F7Tsk5eD2E",0,"0:02:25.466","0:02:33.466"
"HBLMr1FljqE",0,"0:00:07.273","0:00:55.321"
"9XtQM34tIhM",0,"0:00:20.387","0:00:30.997"
"L2EWLnUkTZg",0,"0:01:33.159","0:01:40.133"
"AoWP8NYLrY8",2,"0:01:02.966","0:01:34.433"
"ITp5nrjDtk4",0,"0:00:54.166","0:01:30.566"
"MLjKhZcAKh8",2,"0:00:35.701","0:00:59.701"
"IUmMguvgamE",1,"0:00:13.000","0:00:21.040"
"_NxF4NnENLo",1,"0:01:15.742","0:02:03.790"
"JjdLFwO2DUY",0,"0:01:41.334","0:01:58.084"
"JjvlWQQE12w",1,"0:03:02.015","0:03:17.964"
"0Yld-qyJgn8",1,"0:02:37.891","0:03:01.981"
"Jj_QoJW2q9A",1,"0:03:12.100","0:03:43.833"
"FtfqNKljZeU",2,"0:06:13.956","0:06:28.137"
