path,rel_path,label,label_name,pair,generator_id,benchmark,missing,content_path,target
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\02539___1EgN0dChGv8.15_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\02539___1EgN0dChGv8.15_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_02539__1EgN0dChGv8.15_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-10AyOGp5Zg-Scene-014.mp4,Pair1\vript\vript\-10AyOGp5Zg-Scene-014.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-10AyOGp5Zg-Scene-014.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\06779___AA1b6t7nWJw.0_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\06779___AA1b6t7nWJw.0_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_06779__AA1b6t7nWJw.0_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-5kkT_RBHk8-Scene-068.mp4,Pair1\vript\vript\-5kkT_RBHk8-Scene-068.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-5kkT_RBHk8-Scene-068.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-4exm90cQrw-Scene-008.mp4,Pair1\vript\vript\-4exm90cQrw-Scene-008.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-4exm90cQrw-Scene-008.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-a_sh9HeAoE-Scene-002.mp4,Pair1\vript\vript\-a_sh9HeAoE-Scene-002.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-a_sh9HeAoE-Scene-002.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\07142___8PFqVKR1PVI.15_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\07142___8PFqVKR1PVI.15_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_07142__8PFqVKR1PVI.15_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-A8LKuncijo-Scene-062.mp4,Pair1\vript\vript\-A8LKuncijo-Scene-062.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-A8LKuncijo-Scene-062.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-Je5_YZjQbI-Scene-023.mp4,Pair1\vript\vript\-Je5_YZjQbI-Scene-023.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-Je5_YZjQbI-Scene-023.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\073BMGVWan0-Scene-200.mp4,Pair1\vript\vript\073BMGVWan0-Scene-200.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_073BMGVWan0-Scene-200.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\0-Wxeo4JfWU-Scene-001.mp4,Pair1\vript\vript\0-Wxeo4JfWU-Scene-001.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_0-Wxeo4JfWU-Scene-001.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-jx2w2S0LMc-Scene-120.mp4,Pair1\vript\vript\-jx2w2S0LMc-Scene-120.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-jx2w2S0LMc-Scene-120.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\01110___133FVf0XYdI.0_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\01110___133FVf0XYdI.0_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_01110__133FVf0XYdI.0_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-THy8MfI-aM-Scene-036.mp4,Pair1\vript\vript\-THy8MfI-aM-Scene-036.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-THy8MfI-aM-Scene-036.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-Tznlx878UU-Scene-068.mp4,Pair1\vript\vript\-Tznlx878UU-Scene-068.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-Tznlx878UU-Scene-068.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-3XbGflMtF8-Scene-069.mp4,Pair1\vript\vript\-3XbGflMtF8-Scene-069.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-3XbGflMtF8-Scene-069.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-5kkT_RBHk8-Scene-123.mp4,Pair1\vript\vript\-5kkT_RBHk8-Scene-123.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-5kkT_RBHk8-Scene-123.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-8D05dM6q7U-Scene-018.mp4,Pair1\vript\vript\-8D05dM6q7U-Scene-018.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-8D05dM6q7U-Scene-018.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-fBRN_pUYzk-Scene-004.mp4,Pair1\vript\vript\-fBRN_pUYzk-Scene-004.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-fBRN_pUYzk-Scene-004.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\08176___9PqCYf4Jz0Q.8_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\08176___9PqCYf4Jz0Q.8_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_08176__9PqCYf4Jz0Q.8_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-HFo_GBrXX8-Scene-024.mp4,Pair1\vript\vript\-HFo_GBrXX8-Scene-024.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-HFo_GBrXX8-Scene-024.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-4mPZVP6HfA-Scene-012.mp4,Pair1\vript\vript\-4mPZVP6HfA-Scene-012.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-4mPZVP6HfA-Scene-012.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\12765___HbB9Xc_myZM.10_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\12765___HbB9Xc_myZM.10_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_12765__HbB9Xc_myZM.10_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\08298___BeGDFVrOQ_0.5_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\08298___BeGDFVrOQ_0.5_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_08298__BeGDFVrOQ_0.5_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-L95YoZnq1U-Scene-020.mp4,Pair1\vript\vript\-L95YoZnq1U-Scene-020.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-L95YoZnq1U-Scene-020.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-CVqAVX5aAc-Scene-001.mp4,Pair1\vript\vript\-CVqAVX5aAc-Scene-001.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-CVqAVX5aAc-Scene-001.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\09254___5xAruNOMYEQ.1_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\09254___5xAruNOMYEQ.1_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_09254__5xAruNOMYEQ.1_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\13332___ByHcjOTuPI8.2_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\13332___ByHcjOTuPI8.2_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_13332__ByHcjOTuPI8.2_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\09601___DgVQ4Pi5vo4.0_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\09601___DgVQ4Pi5vo4.0_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_09601__DgVQ4Pi5vo4.0_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\05596___7g5d90xgSTk.17_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\05596___7g5d90xgSTk.17_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_05596__7g5d90xgSTk.17_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-HsVkwyi-mk-Scene-038.mp4,Pair1\vript\vript\-HsVkwyi-mk-Scene-038.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-HsVkwyi-mk-Scene-038.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\01810___3EojkH43qno.15_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\01810___3EojkH43qno.15_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_01810__3EojkH43qno.15_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\00417___-bZ2P98IoGg.3_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\00417___-bZ2P98IoGg.3_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_00417__-bZ2P98IoGg.3_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-7TU0EcBQpQ-Scene-063.mp4,Pair1\vript\vript\-7TU0EcBQpQ-Scene-063.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-7TU0EcBQpQ-Scene-063.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\05675___6U_tv6BlIBA.3_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\05675___6U_tv6BlIBA.3_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_05675__6U_tv6BlIBA.3_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-E2IPygbwJ4-Scene-050.mp4,Pair1\vript\vript\-E2IPygbwJ4-Scene-050.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-E2IPygbwJ4-Scene-050.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\01118___0mHpPl2zXgY.0_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\01118___0mHpPl2zXgY.0_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_01118__0mHpPl2zXgY.0_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\09027___9GKNYhd3LYY.1_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\09027___9GKNYhd3LYY.1_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_09027__9GKNYhd3LYY.1_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-ZRyNa57YeA-Scene-004.mp4,Pair1\vript\vript\-ZRyNa57YeA-Scene-004.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-ZRyNa57YeA-Scene-004.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-uyHPBbfN1Y-Scene-026.mp4,Pair1\vript\vript\-uyHPBbfN1Y-Scene-026.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-uyHPBbfN1Y-Scene-026.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-NIP2zgVsRY-Scene-036.mp4,Pair1\vript\vript\-NIP2zgVsRY-Scene-036.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-NIP2zgVsRY-Scene-036.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\01616___2ORrNI7cop8.3_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\01616___2ORrNI7cop8.3_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_01616__2ORrNI7cop8.3_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\09506___FhSRTcjcp2U.2_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\09506___FhSRTcjcp2U.2_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_09506__FhSRTcjcp2U.2_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\03138___080W85QxpEU.12_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\03138___080W85QxpEU.12_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_03138__080W85QxpEU.12_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\02639___58EmJJ_f4as.15_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\02639___58EmJJ_f4as.15_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_02639__58EmJJ_f4as.15_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-Qzhy9pr_Kk-Scene-006.mp4,Pair1\vript\vript\-Qzhy9pr_Kk-Scene-006.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-Qzhy9pr_Kk-Scene-006.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\10100___CfWdFTzqsnc.1_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\10100___CfWdFTzqsnc.1_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_10100__CfWdFTzqsnc.1_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\01177___1JU8cSIQ3ZI.3_2.mp4,Pair2\hd_vg_130m\hd_vg_130m\01177___1JU8cSIQ3ZI.3_2.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_01177__1JU8cSIQ3ZI.3_2.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-Tznlx878UU-Scene-557.mp4,Pair1\vript\vript\-Tznlx878UU-Scene-557.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-Tznlx878UU-Scene-557.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\02192___3eex1P_a1rs.10_2.mp4,Pair2\hd_vg_130m\hd_vg_130m\02192___3eex1P_a1rs.10_2.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_02192__3eex1P_a1rs.10_2.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-PRRcoxSb94-Scene-015.mp4,Pair1\vript\vript\-PRRcoxSb94-Scene-015.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-PRRcoxSb94-Scene-015.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\10474___DagFak3Vsnw.0_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\10474___DagFak3Vsnw.0_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_10474__DagFak3Vsnw.0_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\03722___19OgEsLAOO4.11_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\03722___19OgEsLAOO4.11_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_03722__19OgEsLAOO4.11_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-AsjE601CYo-Scene-039.mp4,Pair1\vript\vript\-AsjE601CYo-Scene-039.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-AsjE601CYo-Scene-039.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\11042___H8OfNfdKEls.10_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\11042___H8OfNfdKEls.10_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_11042__H8OfNfdKEls.10_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-NPDexE9me0-Scene-004.mp4,Pair1\vript\vript\-NPDexE9me0-Scene-004.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-NPDexE9me0-Scene-004.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-DvrJYKZetE-Scene-022.mp4,Pair1\vript\vript\-DvrJYKZetE-Scene-022.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-DvrJYKZetE-Scene-022.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\00903___3NfrRXjNr40.0_5.mp4,Pair2\hd_vg_130m\hd_vg_130m\00903___3NfrRXjNr40.0_5.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_00903__3NfrRXjNr40.0_5.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-nLkf7UJhZo-Scene-010.mp4,Pair1\vript\vript\-nLkf7UJhZo-Scene-010.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-nLkf7UJhZo-Scene-010.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\08696___6qNJCfvMbyI.3_0.mp4,Pair2\hd_vg_130m\hd_vg_130m\08696___6qNJCfvMbyI.3_0.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_08696__6qNJCfvMbyI.3_0.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-B9cy8VnHSk-Scene-006.mp4,Pair1\vript\vript\-B9cy8VnHSk-Scene-006.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-B9cy8VnHSk-Scene-006.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-6qN1b9ELQM-Scene-056.mp4,Pair1\vript\vript\-6qN1b9ELQM-Scene-056.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-6qN1b9ELQM-Scene-056.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-SilAqrDTw8-Scene-041.mp4,Pair1\vript\vript\-SilAqrDTw8-Scene-041.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-SilAqrDTw8-Scene-041.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-DXCtGr0DVI-Scene-014.mp4,Pair1\vript\vript\-DXCtGr0DVI-Scene-014.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-DXCtGr0DVI-Scene-014.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-XmegTG3YdY-Scene-018.mp4,Pair1\vript\vript\-XmegTG3YdY-Scene-018.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-XmegTG3YdY-Scene-018.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\04481___1QXPTEC1ITc.12_2.mp4,Pair2\hd_vg_130m\hd_vg_130m\04481___1QXPTEC1ITc.12_2.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_04481__1QXPTEC1ITc.12_2.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair1\vript\vript\-CgxuW203fk-Scene-033.mp4,Pair1\vript\vript\-CgxuW203fk-Scene-033.mp4,0,real,Pair1,vript,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair1_vript_vript_-CgxuW203fk-Scene-033.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\12812___E4xoji0xGus.1_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\12812___E4xoji0xGus.1_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_12812__E4xoji0xGus.1_1.mp4,0
F:\MEngDatasets\GenVidBench\GenVidBench\Pair2\hd_vg_130m\hd_vg_130m\03632___3QWFk473SUI.7_1.mp4,Pair2\hd_vg_130m\hd_vg_130m\03632___3QWFk473SUI.7_1.mp4,0,real,Pair2,hd_vg_130m,GenVidBench,False,D:\HaitongNi\MEngProject_SecondBench\02_D3\cache\frames\real\Pair2_hd_vg_130m_hd_vg_130m_03632__3QWFk473SUI.7_1.mp4,0
